==============================================
   校长我来当 - 游戏全部文本（平台/工单审核用）
   版本: v3.7 (versionCode 29)
   包名: com.arktools.xiaozhang
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
2330. "律师助理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
2331. "律所合伙人"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
2332. "徐"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/TeacherRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
2333. "徐先生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/parent/ParentSatisfactionManager.kt
2334. "微课教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
2335. "心"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/club/ClubScreen.kt
2336. "心理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/studentlife/StudentLifeManager.kt, app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
2337. "心理健康"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
2338. "心理健康关注"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2339. "心理压力"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2340. "心理热线服务"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/studentlife/StudentLifeManager.kt
2341. "心理辅导、压力管理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/studentlife/StudentLifeManager.kt
2342. "心理辅导培训"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/teacherdev/TeacherDevelopmentManager.kt
2343. "心理辅导站"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
2344. "志存高远，学达青云"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
2345. "志强"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
2346. "志愿时长达标获奖"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2347. "志愿服务奖学金"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/scholarship/ScholarshipManager.kt
2348. "志愿者社"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2349. "志远"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
2350. "忠诚"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherViewModel.kt
2351. "忠诚度"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
2352. "忠诚度从高到低"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherViewModel.kt
2353. "忠诚维护"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
2354. "快乐学习，智慧成长"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
2355. "快乐教育，注重素质"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
2356. "快速扩张规模，高风险高回报"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
2357. "快速点击！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/SportsDayMiniGame.kt
2358. "快速连击"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
2359. "忽略"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/parent/ParentScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
2360. "怎样增强电磁铁的磁力？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
2361. "思彤"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
2362. "思源"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
2363. "思琪"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2364. "思维导图教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
2365. "急躁冲动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/TeacherTrait.kt
2366. "性价比不高，不太推荐。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
2367. "总价"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/stock/StockScreen.kt
2368. "总容量"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teaching/TeachingScreen.kt
2369. "总得分"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/SportsDayMiniGame.kt
2370. "总招生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/district/DistrictScreen.kt
2371. "总支出"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/report/ReportScreen.kt
2372. "总收入"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/district/DistrictScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/main/MainScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/report/ReportScreen.kt
2373. "总毕业生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
2374. "总满意度"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/studentlife/StudentLifeScreen.kt
2375. "总班数"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teaching/TeachingScreen.kt
2376. "总结"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/club/ClubScreen.kt
2377. "总结陈词"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
2378. "总花费"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/seasonal/SeasonalScreen.kt
2379. "总览"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/main/MainScreen.kt
2380. "总览页展示经营数据和各功能模块入口"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialManager.kt
2381. "恒瑞医药"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
2382. "恒锐医药"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/StockRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
2383. "恢复30点体力"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
2384. "恢复默认"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/timetable/TimetableScreen.kt
2385. "恭喜！您的第一门课程正式开课！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2386. "情境教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt
2387. "情境教学法"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
2388. "情感共鸣"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
2389. "情报战术"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
2390. "惜败..."
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/DebateMiniGame.kt
2391. "想办法优先还款（声誉-100，避免诉讼）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2392. "想组建创客空间，一起做有趣的科技项目"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2393. "想组织同学们一起做物理和化学实验，培养科学精神"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2394. "想组织同学参与社区志愿服务活动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2395. "想组织美术比赛和手工活动，丰富校园文化"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2396. "想组织课余体育活动，强身健体"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2397. "想让更多同学体验志愿精神，回馈社会"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2398. "想通过棋艺培养逻辑思维和耐心"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2399. "想通过辩论提高思辨能力和表达技巧"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2400. "意见箱"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
2401. "感谢关心，继续做自己的事"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2402. "感谢提醒，收敛行为"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2403. "慈善义卖"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/seasonal/SeasonalActivityManager.kt
2404. "慈善晚宴邀请"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2405. "慈善活动募集超预期善款，社会责任感获赞！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/seasonal/SeasonalActivityManager.kt
2406. "慧"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
2407. "懒惰"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
2408. "戏剧"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
2409. "戏剧教学法"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
2410. "戏剧社"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2411. "成功"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/timetable/TimetableScreen.kt
2412. "成功招聘到一位优秀教师！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2413. "成员"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/club/ClubScreen.kt
2414. "成就"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/achievement/AchievementScreen.kt
2415. "成就收集与里程碑"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
2416. "成就解锁！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/achievement/AchievementToast.kt
2417. "成就进度"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/achievement/AchievementScreen.kt
2418. "成本降低"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/TeachingMethod.kt, app/src/main/java/com/arktools/xiaozhang/ui/research/ResearchScreen.kt
2419. "成果展示活动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
2420. "成立品牌公关部，建立舆情监控机制"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
2421. "成立家长委员会，重大决策前听取家长意见"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
2422. "成绩不理想，希望学校能提高教学质量。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2423. "成绩排名张贴"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
2424. "成绩排名是否应该公开"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
2425. "成绩逐步回升"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
2426. "成绩造假"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Principal.kt
2427. "成长"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt, app/src/main/java/com/arktools/xiaozhang/ui/achievement/AchievementScreen.kt
2428. "成长中学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/reputation/ReputationManager.kt
2429. "我们对科学实验充满热情，希望能有一个交流和探索的平台"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2430. "我们对编程和机器人很感兴趣，想组队参加比赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2431. "我们想创办校刊，分享同学们的优秀作品"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2432. "我们想参加校际体育比赛，为学校争光"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2433. "我们想排演话剧，在学校艺术节上演出"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2434. "我们想组建乐队，在校园活动中表演"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2435. "我们想锻炼口才和逻辑思维能力"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2436. "我们有一群热爱科学的同学，希望能参加各种科学竞赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2437. "我们热爱画画和设计，想办画展展示作品"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
2438. "我想参加编程社团/绘画社团，但是学校好像没有这方面的安排，希望学校能支持学生发展兴趣爱好。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/suggestion/SuggestionBoxManager.kt
2439. "我方"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/DebateMiniGame.kt
2440. "我方得分"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/DebateMiniGame.kt
2441. "我方论据充分、逻辑清晰，明显胜出一筹。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
2442. "我方辩手表现堪称完美，论证层层递进，无懈可击！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
2443. "我的学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/ranking/RankingScreen.kt
2444. "我的持仓"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/stock/StockScreen.kt
2445. "我知道了"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/DebateMiniGame.kt
2446. "战略合作"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
2447. "戴在手上的F1赛车"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
2448. "户外实践教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
2449. "所有教师纷纷离去，学校名存实亡"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameOverDetector.kt
2450. "所有整改措施已启动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/government/GovernmentScreen.kt
2451. "所有班级已有班主任，无需分配"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentViewModel.kt
2452. "所有设施无需维修"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/studentlife/StudentLifeScreen.kt
2453. "所有设施状态良好，无需维修"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityViewModel.kt
2454. "手动处理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/autohandle/AutoHandleConfig.kt
2455. "手机是否应该进校园"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
2456. "打听政策动向（提前知道检查时间）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
2457. "打破学科壁垒，综合培养"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
2458. "执业律师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
2459. "扩大现有校区面积"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/expansion/CampusExpansionManager.kt
2460. "扩容失败"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/studentlife/StudentLifeScreen.kt
2461. "扩展校区"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/expansion/CampusExpansionManager.kt
2462. "扩建新会议室（花费3万）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2463. "扩招利好"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
2464. "批准增设（花费5万/年）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2465. "批准并承担费用（花费3万，教师忠诚+10）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2466. "批准新流程（行政派+10，效率可能下降）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/FactionManager.kt
2467. "批准离职（签字）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2468. "找他谈设备/装修折扣"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
2469. "找关系打听是谁举报的，私下沟通解决"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
2470. "承办区级/市级竞赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
2471. "承办竞赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
2472. "承诺给予创新空间（改革派+25）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/FactionManager.kt
2473. "技术总监"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
2474. "技能"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
2475. "抉择"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventScreen.kt
2476. "抓住!"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/SportsDayMiniGame.kt
2477. "投入(万)"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/stock/StockScreen.kt
2478. "投入20万理财（一年后收益约1.2万）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2479. "投入研发，后期爆发力强"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
2480. "投影仪、幻灯片、视频等多媒体手段辅助教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
2481. "投影仪故障需要维修"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
2482. "投行董事总经理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
2483. "投诉升级"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2484. "投诉处理口碑管理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
2485. "投资海外房产（资金固化但更安全）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2486. "投资组合"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/stock/StockScreen.kt
2487. "投资经理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
2488. "投资股票可以获得额外收入，但也有风险。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/components/GameTips.kt
2489. "抗议学校近期的学费上涨和课后服务收费。有家长拍摄视频正在网上直播。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
2490. "折中方案"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/FactionManager.kt
2491. "折中方案：部分科目试行"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2492. "报名竞赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/club/ClubScreen.kt
2493. "报纸广告"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Marketing.kt
2494. "报警处理，要求家长不要影响正常教学秩序"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
2495. "抽成折扣"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/district/DistrictScreen.kt
2496. "拆除"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
2497. "拒绝"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventDialog.kt
2498. "拒绝加薪"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2499. "拓展视野，启迪心慧"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
2500. "拓慧课堂"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
2501. "拔河"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
2502. "招商银行"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
2503. "招收1000名学生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/milestone/Milestone.kt
2504. "招收10名学生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/milestone/Milestone.kt
2505. "招收200名学生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/milestone/Milestone.kt
2506. "招收500名学生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/milestone/Milestone.kt
2507. "招收50名学生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/milestone/Milestone.kt
2508. "招生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/policy/PolicyScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/ranking/RankingScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/report/ReportScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/report/ReportViewModel.kt
2509. "招生人数"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/TeachingMethod.kt
2510. "招生加成"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/marketing/MarketingScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/research/ResearchScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/scholarship/ScholarshipScreen.kt
2511. "招生动员"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2512. "招生吸引"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
2513. "招生失败"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2514. "招生季"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/SemesterCalendar.kt
2515. "招生季到来，报名人数一般，是否加大宣传投入？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2516. "招生季是每年9月，需提前配好班型和教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewViewModel.kt
2517. "招生季来临，学校声誉在外，今年报名人数超出预期！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2518. "招生宣传"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/finance/FinancialReportManager.kt
2519. "招生提醒"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2520. "招生未达标"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2521. "招生火爆"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2522. "招生策略"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt, app/src/main/java/com/arktools/xiaozhang/ui/policy/PolicyScreen.kt
2523. "招生营销活动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
2524. "招生规模"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/milestone/Milestone.kt
2525. "招生限制令"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2526. "招聘"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
2527. "招聘不同等级的教师来组建团队。教师特质会影响教学效果。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/components/GameTips.kt
2528. "招聘了老师但还没有学生，通过营销提升声誉吸引生源"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewViewModel.kt
2529. "招聘教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/components/EmptyState.kt, app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
2530. "招聘教师并等待9月招生季，学生入学后将自动分配班级。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/components/EmptyState.kt
2531. "招聘教师来组建你的教学团队。不同等级的教师擅长不同领域。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/components/EmptyState.kt
2532. "招聘新教师替代，不向威胁妥协"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
2533. "招财银行"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/StockRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
2534. "拥抱线上（花费5万，声誉+600）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
2535. "拥有10个以上设施"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
2536. "拥有3个设施"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
2537. "拥有5个设施"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
2538. "拥有5名教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
2539. "拥有全部12种设施类型"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
2540. "拥有自编教材"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
2541. "拿到了八折优惠，省下不少钱"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
2542. "拿到土地/建筑优惠价格"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
2543. "持续亏损"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
2544. "持续经营10年"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
2545. "持续经营20年"
